Register_ID;Country;Validation;Began;Ended;Duration in Days;Dead;Displaced;Main cause;Severity;Affected sq km;Magnitude;Longitude of Centroid X;Latitude of Centroid Y;M>6;Total annual floods M>6;M>4;Total annual floods M>4;Date Began;Total floods M>6;Total floods M>4
4214;Columbia;News;01/11/2014;14/12/2014;44;44;0;Heavy Rain;1;406010;7.25;-75.54;4.59;1;98;1;199;01/11/2014;1110;3682
4213;USA;News;11/12/2014;14/12/2014;4;3;0;Torrential Rain;1;50236;5.3;-123.1;39.8;0;97;1;198;11/12/2014;1109;3681
4212;Brazil;News;10/12/2014;14/12/2014;5;0;0;Torrrential Rain;1;199807;6;-49.21;-24.85;0;97;1;197;10/12/2014;1109;3680
4211;Bulgaria;News;04/12/2014;14/12/2014;11;40;1000;Heavy Rain;1.5;147617;6.39;27.71;41.46;1;97;1;196;04/12/2014;1109;3679
4210;Palestine;News;26/11/2014;05/12/2014;10;0;300;Torrential Rain;1.5;2862;4.63;34.45;31.34;0;96;1;195;26/11/2014;1108;3678
4209;France;News;29/11/2014;05/12/2014;7;5;3000;Torrential Rain;1.5;123269;6.11;0.86;44;1;96;1;194;29/11/2014;1108;3677
4208;USA;News;01/12/2014;05/12/2014;5;0;40;Torrential Rain;1;202666;6.01;-117.21;35.43;1;95;1;193;01/12/2014;1107;3676
4207;Morocco;News;24/11/2014;05/12/2014;12;40;0;Heavy Rain;2;273694;6.82;-5.62;31.56;1;94;1;192;24/11/2014;1106;3675
4206;Thailand;News;07/11/2014;16/11/2014;10;0;1000;Monsoonal Rain;1;31653;5.5;99.52;8.02;0;93;1;191;07/11/2014;1105;3674
4205;Italy;News;12/11/2014;16/11/2014;5;5;0;Torrential Rain;1.5;36733;5.44;10.61;45.93;0;93;1;190;12/11/2014;1105;3673
4204;Indonesia;News;14/11/2014;16/11/2014;3;0;2400;Heavy Rain;1;57443;5.24;100.75;-1.03;0;93;1;189;14/11/2014;1105;3672
4203;France;News;13/11/2014;16/11/2014;4;5;0;Heavy Rain;1.5;36709;5.34;5.1;44.25;0;93;1;188;13/11/2014;1105;3671
4202;Greece;News;25/10/2014;27/10/2014;3;0;0;Torrential Rain;1;4855;4.16;23.42;38.17;0;93;1;187;25/10/2014;1105;3670
4201;Somalia;News;24/10/2014;16/11/2014;24;0;21000;Heavy Rain;1.5;42636;6.19;45.25;4.13;1;93;1;186;24/10/2014;1105;3669
4200;India;News;22/10/2014;27/10/2014;6;5;300;Monsoonal Rain;1;115476;5.84;78.26;10.29;0;92;1;185;22/10/2014;1104;3668
4199;Spain;News;19/10/2014;22/10/2014;4;1;0;Torrential Rain;1;7567;4.48;-16.53;28.28;0;92;1;184;19/10/2014;1104;3667
4198;India;News;12/10/2014;27/10/2014;16;42;0;Tropical Storm;1.5;376261;6.96;79.7;18.45;1;92;1;183;12/10/2014;1104;3666
4197;Mexico;News;18/10/2014;27/10/2014;10;6;4000;Tropical Storm;1.5;187176;6.45;-98.43;21.78;1;91;1;182;18/10/2014;1103;3665
4196;South Sudan;News;15/10/2014;27/10/2014;13;4;140;Heavy Rain;1;388190;6.7;31.17;6.69;1;90;1;181;15/10/2014;1102;3664
4195;USA;News;21/10/2014;22/10/2014;2;0;0;Torrential Rain;1;8447;4.23;-80.41;26.93;0;89;1;180;21/10/2014;1101;3663
4194;Nicaragua;News;15/10/2014;27/10/2014;13;24;33000;Torrential Rain;1.5;221816;6.64;-87.57;13.85;1;89;1;179;15/10/2014;1101;3662
4193;Nicaragua;News;09/10/2014;11/10/2014;3;1;50;Heavy Rain;1.5;79062;5.55;-85.64;12.63;0;88;1;178;09/10/2014;1100;3661
4192;Italy;News;10/10/2014;11/10/2014;2;1;0;Torrential Rain;1;6229;4.1;9.18;44.61;0;88;1;177;10/10/2014;1100;3660
4191;Democratic Republic of Congo;News;04/10/2014;11/10/2014;8;4;200;Monsoonal Rain;1;781320;6.8;25.21;-7.98;1;88;1;176;04/10/2014;1100;3659
4190;Malaysia;News;04/10/2014;11/10/2014;8;0;100;Torrential Rain;1;31696;5.4;117.18;6.01;0;87;1;175;04/10/2014;1099;3658
4189;Philippines;News;19/09/2014;11/10/2014;23;5;83000;Tropical Storm;1.5;30855;6.03;121.61;14.66;1;87;1;174;19/09/2014;1099;3657
4188;India;News;24/09/2014;11/10/2014;18;59;30000;Monsoonal rain;1.5;61895;6.22;92.49;26.75;1;86;1;173;24/09/2014;1098;3656
4187;Vanuatu;News;03/10/2014;11/10/2014;9;1;100;Torrential Rain;1;3366;4.48;166.97;-15.32;0;85;1;172;03/10/2014;1097;3655
4186;South Sudan;News;21/09/2014;11/10/2014;21;7;3000;Heavy Rain;1;143087;6.48;32.91;6.94;1;85;1;171;21/09/2014;1097;3654
4185;China;News;01/09/2014;08/09/2014;8;44;121700;Monsoonal Rain;1.5;55272;5.82;108.35;30.78;0;84;1;170;01/09/2014;1096;3653
4184;Thailand;News;01/09/2014;08/09/2014;8;0;400;Monsoonal Rain;1;34449;5.44;100.46;16.4;0;84;1;169;01/09/2014;1096;3652
4183;Bulgaria;News;05/09/2014;08/09/2014;4;3;0;Torrential Rain;1;7805;4.49;27.49;42.62;0;84;1;168;05/09/2014;1096;3651
4182;South Korea;News;24/08/2014;04/09/2014;12;5;0;Torrential Rain;1.5;35508;5.81;128.39;36.05;0;84;1;167;24/08/2014;1096;3650
4181;Panama;News;18/08/2014;04/09/2014;18;9;116;Heavy Rain;1;22659;5.61;-80.96;8.24;0;84;1;166;18/08/2014;1096;3649
4180;Dominican Republic;News;20/08/2014;04/09/2014;16;0;4000;Tropical Storm;1;13400;5.33;-69.75;19.07;0;84;1;165;20/08/2014;1096;3648
4179;Pakistan;News;01/09/2014;11/10/2014;41;300;30000;Monoonal Rain;2;253687;7.32;75.34;33.94;1;84;1;164;01/09/2014;1096;3647
4178;Bangladesh;News;20/08/2014;08/09/2014;20;17;500000;Monsoonal Rain;1.5;36000;6.03;90.63;24.57;1;83;1;163;20/08/2014;1095;3646
4177;USA;News;10/08/2014;19/08/2014;10;1;0;Torrential Rain;2;11462;5.36;-83.31;42.53;0;82;1;162;10/08/2014;1094;3645
4176;India;News;15/08/2014;08/09/2014;25;1;75000;Monsoonal Rain;1;44291;6.04;94.65;27.61;1;82;1;161;15/08/2014;1094;3644
4175;Niger;News;13/08/2014;19/08/2014;7;12;10000;Heavy Rain;1;350749;6.39;6.41;16.33;1;81;1;160;13/08/2014;1093;3643
4174;India;News;14/08/2014;08/09/2014;26;0;10000;Monsoonal Rain;1.5;62651;6.39;86.25;26.18;1;80;1;159;14/08/2014;1092;3642
4173;Indonesia;News;11/08/2014;19/08/2014;9;2;600;Torrential Rain;1;65177;5.77;107.83;-7;0;79;1;158;11/08/2014;1091;3641
4172;China;News;11/08/2014;19/08/2014;9;27;10000;Monsoonal Rain;1.5;387775;6.72;114.16;25.47;1;79;1;157;11/08/2014;1091;3640
4171;India;News;11/08/2014;08/09/2014;29;31;4000;Monsoonal Rain;1.5;107474;6.67;79.76;27.39;1;78;1;156;11/08/2014;1090;3639
4170;Nepal;News;12/08/2014;08/09/2014;28;180;17000;Monsoonal Rain;1.5;55213;6.37;81.97;28.98;1;77;1;155;12/08/2014;1089;3638
4169;Japan;News;16/08/2014;19/08/2014;4;3;12000;Torrential Rain;2;76117;5.78;136.31;35.8;0;76;1;154;16/08/2014;1088;3637
4168;Papua New Gunea;News;20/07/2014;29/07/2014;10;4;0;Heavy Rain;1.5;51770;5.89;143.4;-6.07;0;76;1;153;20/07/2014;1088;3636
4167;China;News;18/07/2014;29/07/2014;12;46;100000;Typhoon;2;82764;6.3;107.51;21.5;1;76;1;152;18/07/2014;1088;3635
4166;Russia;News;22/07/2014;29/07/2014;8;0;0;Heavy Rain;2;224476;6.56;156.13;62.74;1;75;1;151;22/07/2014;1087;3634
4165;India;News;20/07/2014;29/07/2014;10;6;15000;Monsoonal Rain;1;189576;6.28;84.13;20.78;1;74;1;150;20/07/2014;1086;3633
4164;South Sudan;News;20/07/2014;08/09/2014;51;77;112000;Heavy Rain;1.5;641088;7.69;31;10.21;1;73;1;149;20/07/2014;1085;3632
4163;Brazil;News;03/07/2014;29/07/2014;27;10;50000;Heavy Rain;2;44866;6.38;-58.03;-32.35;1;72;1;148;03/07/2014;1084;3631
4162;Nepal;News;01/07/2014;14/07/2014;14;16;2400;Torrential Rain;1.5;11579;5.39;84.62;28.47;0;71;1;147;01/07/2014;1083;3630
4161;Bangladesh;News;13/07/2014;14/07/2014;2;0;30000;Heavy Rain and High Tide;1.5;218;2.81;90.55;22.33;0;71;0;146;13/07/2014;1083;3629
4160;USA;News;11/07/2014;14/07/2014;4;0;0;Heavy Rain and High Tide;1;2951;4.07;-134.45;58.2;0;71;1;146;11/07/2014;1083;3629
4159;Brazil;News;22/05/2014;29/07/2014;69;0;0;Heavy Rain;2;256565;7.55;-59.56;-2.93;1;71;1;145;22/05/2014;1083;3628
4158;Sudan;News;07/07/2014;14/07/2014;8;0;42400;Heavy Rain;1.5;137141;6.22;33.08;13.39;1;70;1;144;07/07/2014;1082;3627
4157;New Zealand;News;05/07/2014;14/07/2014;10;0;0;Heavy Rain;1;8581;4.93;174.07;-35.7;0;69;1;143;05/07/2014;1081;3626
4156;Thailand;News;11/07/2014;14/07/2014;4;0;500;Heavy Rain;1;15922;4.8;99.74;19.83;0;69;1;142;11/07/2014;1081;3625
4155;China;News;05/06/2014;25/06/2014;21;14;337000;Monsoonal Rain;1;377102;6.9;112.36;26.44;1;69;1;141;05/06/2014;1081;3624
4154;India;News;23/06/2014;25/06/2014;3;0;10000;Monsoonal Ran;1;49221;5.17;94.72;27.81;0;68;1;140;23/06/2014;1080;3623
4153;Philippines;News;17/06/2014;25/06/2014;9;0;35000;Heavy Rain;1;15356;5.14;124.73;6.77;0;68;1;139;17/06/2014;1080;3622
4152;USA;News;10/06/2014;14/07/2014;35;0;600;Heavy Rain;2;418317;7.47;-94.79;42.71;1;68;1;138;10/06/2014;1080;3621
4151;Bulgaria;News;19/06/2014;25/06/2014;7;12;2000;Torrential Rain;2;24415;5.53;27.04;42.94;0;67;1;137;19/06/2014;1079;3620
4150;Paraguay;News;03/06/2014;14/07/2014;42;9;265000;Heay Rain;2;554605;7.67;-53.55;-24.35;1;67;1;136;03/06/2014;1079;3619
4149;Russia;News;04/06/2014;10/06/2014;7;70;3000;Torrential Rain;1.5;1829701;7.28;94.37;55.03;1;66;1;135;04/06/2014;1078;3618
4148;Mexico;News;01/06/2014;10/06/2014;10;22;25000;Monsoonal Rain;1.5;113685;6.23;-94.03;16.6;1;65;1;134;01/06/2014;1077;3617
4147;Iran;News;01/06/2014;10/06/2014;10;37;440000;Monsoonal Rain;1.5;305525;6.66;57.25;34.38;1;64;1;133;01/06/2014;1076;3616
4146;China;News;30/05/2014;10/06/2014;12;6;500;Heavy Rain;1;45994;5.74;113.34;23.27;0;63;1;132;30/05/2014;1075;3615
4145;Sri Lanka;News;04/06/2014;10/06/2014;7;5;16000;Tropical Storm ;1.5;10337;5.04;80.17;7.66;0;63;1;131;04/06/2014;1075;3614
4144;Afghanistan;News;03/06/2014;10/06/2014;8;0;300;Heavy Rain;1.5;44204;5.72;68.02;35.64;0;63;1;130;03/06/2014;1075;3613
4143;China;News;12/05/2014;16/05/2014;5;1;10000;Heavy Rain;2;205001;6.31;111.47;27.38;1;63;1;129;12/05/2014;1075;3612
4142;Tajikistan;News;10/05/2014;16/05/2014;7;0;425;Heavy Rain;1.5;41719;5.64;69.38;38.49;0;62;1;128;10/05/2014;1074;3611
4141;Italy;News;02/05/2014;10/05/2014;9;2;250;Torrential Rain;1.5;11256;5.18;13.01;43.4;0;62;1;127;02/05/2014;1074;3610
4140;Tanzania;News;10/05/2014;16/05/2014;7;0;22000;Heavy Rain;1;22249;5.19;38.94;-7.66;0;62;1;126;10/05/2014;1074;3609
4139;Serbia;News;12/05/2014;16/05/2014;5;3;4000;Heavy Rain;2;115748;6.06;19.22;44.56;1;62;1;125;12/05/2014;1074;3608
4138;Romania;News;17/04/2014;01/05/2014;15;0;640;Torrential Rain;1.5;87431;6.29;24.49;44.06;1;61;1;124;17/04/2014;1073;3607
4137;Tanzania;News;18/04/2014;01/05/2014;14;41;0;Torrential Rain;1.5;18498;5.59;38.97;-7.19;0;60;1;123;18/04/2014;1072;3606
4136;Afghanistan;News;20/04/2014;16/05/2014;27;123;6000;Torrential Rain;1.5;83722;6.53;66.43;35.83;1;60;1;122;20/04/2014;1072;3605
4135;USA;News;30/04/2014;01/05/2014;2;1;200;Torrential Rain;2;260470;6.02;-84.95;31.3;1;59;1;121;30/04/2014;1071;3604
4134;USA;News;01/04/2014;08/04/2014;8;2;300;Heavy Rain;1.5;82419;6;-87.62;31.86;0;58;1;120;01/04/2014;1070;3603
4133;Argentina;News;01/04/2014;08/04/2014;8;0;2000;Heavy Rain;1.5;69877;5.92;-70.3;-38.37;0;58;1;119;01/04/2014;1070;3602
4132;Solomon Islands;News;01/04/2014;08/04/2014;8;23;10000;Heavy Rain;2;5481;4.94;160.34;-9.68;0;58;1;118;01/04/2014;1070;3601
4131;South Africa;News;01/03/2014;30/03/2014;30;37;3528;Heavy Rain;1.5;1037639;7.67;25.61;-21.52;1;58;1;117;01/03/2014;1070;3600
4130;Australia;News;24/03/2014;30/03/2014;7;1;0;Torrential Rain;1.5;250162;6.42;150.12;-26.24;1;57;1;116;24/03/2014;1069;3599
4129;USA;News;25/03/2014;30/03/2014;6;0;200;Heavy Rain;1.5;53221;5.68;-89.13;31.42;0;56;1;115;25/03/2014;1068;3598
4128;Zimbawe;News;01/02/2014;30/03/2014;58;0;4000;Dam Break;1;17206;6;31.35;-21.52;0;56;1;114;01/02/2014;1068;3597
4127;Paraguay;News;25/02/2014;10/03/2014;14;0;2000;Heavy Rain;1;6830;4.98;-57.58;-25.22;0;56;1;113;25/02/2014;1068;3596
4126;Burundi;News;19/02/2014;10/03/2014;20;69;20000;Torrential Rain;2;3237;5.11;29.65;-4.14;0;56;1;112;19/02/2014;1068;3595
4125;New Zealand;News;03/03/2014;10/03/2014;8;0;80;Heavy Rain;2;1016;4.21;172.61;-43.45;0;56;1;111;03/03/2014;1068;3594
4124;USA;News;03/03/2014;10/03/2014;8;0;900;Storm Surge;1.5;35;2.62;168.73;7.31;0;56;0;110;03/03/2014;1068;3593
4123;Mozambique;News;24/02/2014;10/03/2014;15;4;20000;Heavy Rain;1;481908;6.86;31.55;-24.45;1;56;1;110;24/02/2014;1068;3593
4122;France;News;20/01/2014;07/02/2014;19;4;1000;Heavy Rain;1.5;82989;6.37;7.1;44;1;55;1;109;20/01/2014;1067;3592
4121;Indonesia;News;08/01/2014;07/02/2014;31;23;20000;Heavy Rain;1.5;35769;6.22;107.71;-6.63;1;54;1;108;08/01/2014;1066;3591
4120;Australia;News;02/02/2014;07/02/2014;6;0;0;Tropical Storm;1;426980;6.41;131.73;-14.33;1;53;1;107;02/02/2014;1065;3590
4119;Zimbawe;News;15/01/2014;07/02/2014;24;0;4000;Heavy Rain;1.5;72462;6.42;28.92;-20.2;1;52;1;106;15/01/2014;1064;3589
4118;Zimbawe;News;15/01/2014;07/02/2014;24;0;0;Heavy Rain;1.5;142586;6.71;30.85;-17.21;1;51;1;105;15/01/2014;1063;3588
4117;Bolivia;News;10/01/2014;01/05/2014;112;60;84000;Heavy Rain;2;381577;7.93;-64.01;-13.39;1;50;1;104;10/01/2014;1062;3587
4116;Peru;News;01/01/2014;04/01/2014;4;0;300;Heavy Rain;1;74145;5.47;-71.52;-12.42;0;49;1;103;01/01/2014;1061;3586
4115;USA;News;22/12/2013;04/01/2014;14;5;0;Heavy Rain;1;16070;5.35;-86.79;37.56;0;49;1;102;22/12/2013;1061;3585
4114;Saint Vincent;News;26/12/2013;04/01/2014;10;11;0;Heavy Rain;1;830;3.92;-60.99;13.92;0;49;0;101;26/12/2013;1061;3584
4113;Brazil;News;23/12/2013;04/01/2014;13;45;60000;Heavy Rain;2;314285;6.91;-41.94;-18.95;1;49;1;101;23/12/2013;1061;3584
4112;Indonesia;News;29/12/2013;04/01/2014;7;0;4500;Heavy Rain;1;22525;5.2;97.29;4.48;0;48;1;100;29/12/2013;1060;3583
4111;United Kingdom;News;27/12/2013;07/02/2014;43;0;200;Heavy Rain;1.5;126150;6.91;-1.51;53.27;1;48;1;99;27/12/2013;1060;3582
4110;Thailand;News;20/11/2013;08/12/2013;19;23;15254;Monsoonal Rain;1.5;38677;6.04;100.4;7.22;1;47;1;98;20/11/2013;1059;3581
4109;Cuba;News;01/12/2013;08/12/2013;8;2;227;Torrential Rain;1;7627;4.79;-81.4;22.9;0;46;1;97;01/12/2013;1058;3580
4108;Niger;News;03/11/2013;08/12/2013;36;0;1000;Heavy Rain;1;65791;6.37;13.2;15.01;1;46;1;96;03/11/2013;1058;3579
4107;Malaysia;News;01/12/2013;08/12/2013;8;1;19000;Monsoonal Rain;1.5;106698;6.11;102.36;3.58;1;45;1;95;01/12/2013;1057;3578
4106;United Kingdom;News;05/12/2013;08/12/2013;4;8;4000;Storm Surge;2;51280;5.61;7.53;53.44;0;44;1;94;05/12/2013;1056;3577
4105;Somalia;News;08/11/2013;19/11/2013;12;100;0;Tropical Storm;1.5;181848;6.51;57.43;21.68;1;44;1;93;08/11/2013;1056;3576
4104;Saudi Arabia;News;18/11/2013;19/11/2013;2;15;121;Torrential Rain;1.5;361387;6.04;44.81;27.41;1;43;1;92;18/11/2013;1055;3575
4103;Vietnam;News;14/11/2013;19/11/2013;6;41;80000;Heavy Rain;1.5;48985;5.64;107.71;15.58;0;42;1;91;14/11/2013;1054;3574
4102;Italy;News;18/11/2013;19/11/2013;2;18;2700;Torrential Rain;2;15700;4.8;9;40.3;0;42;1;90;18/11/2013;1054;3573
4101;USA;News;31/10/2013;10/11/2013;11;4;4800;Torrential Rain;2;38936;5.93;-98.01;30.66;0;42;1;89;31/10/2013;1054;3572
4100;Philippines;News;08/11/2013;19/11/2013;12;2000;200000;Tropical Storm;2;32477;5.89;125.05;11.45;0;42;1;88;08/11/2013;1054;3571
4099;South Sudan;News;03/11/2013;19/11/2013;17;0;100;Heavy Rain;1;111000;6.28;31.79;7.34;1;42;1;87;03/11/2013;1054;3570
4098;India;News;12/10/2013;10/11/2013;30;7;0;Heavy Rain;1.5;102661;6.66;85.93;24.72;1;41;1;86;12/10/2013;1053;3569
4097;Peru;News;11/10/2013;14/10/2013;4;0;1100;Heavy Rain;1.5;253521;6.18;-76.19;-8.57;1;40;1;85;11/10/2013;1052;3568
4096;Indonesia;News;07/10/2013;14/10/2013;8;0;16000;Torrential Rain;1.5;31024;5.57;99.68;2.95;0;39;1;84;07/10/2013;1051;3567
4095;China;News;08/10/2013;14/10/2013;7;6;176900;Tropical Storm;1.5;41577;5.64;120.57;29.15;0;39;1;83;08/10/2013;1051;3566
4094;South Sudan;News;08/10/2013;14/10/2013;7;0;3300;Heavy Rain;1;172574;6.08;28.82;7.74;1;39;1;82;08/10/2013;1051;3565
4093;Philippines;News;12/10/2013;14/10/2013;3;13;2500;Tropical Storm;2;54531;5.51;121.19;16.64;0;38;1;81;12/10/2013;1050;3564
4092;Thailand;News;30/09/2013;14/10/2013;15;42;982799;Monsoonal Rain;1.5;312091;6.85;101.69;13.08;1;38;1;80;30/09/2013;1050;3563
4091;India;News;12/10/2013;14/10/2013;3;27;250000;Tropical Storm;2;246385;6.17;84.25;21.27;1;37;1;79;12/10/2013;1049;3562
4090;Cambodia;News;27/09/2013;14/10/2013;18;122;60000;Monsoonal Rain;1.5;52283;6.15;105.08;12.66;1;36;1;78;27/09/2013;1048;3561
4089;USA;News;12/09/2013;20/09/2013;9;10;11000;Monsoon Rain;2;100404;6.26;-105.14;38;1;35;1;77;12/09/2013;1047;3560
4088;Nigeria;News;10/09/2013;16/09/2013;7;0;300;Torrential Rain;1.5;178192;6.27;7.64;10.52;1;34;1;76;10/09/2013;1046;3559
4087;Romania;News;11/09/2013;16/09/2013;6;8;2100;Torrential Rain;2;7172;4.93;27.55;45.75;0;33;1;75;11/09/2013;1045;3558
4086;China;News;15/08/2013;21/08/2013;7;40;0;Tropical Storm;1.5;98183;6.01;113.69;22.77;1;33;1;74;15/08/2013;1045;3557
4085;China;News;18/08/2013;21/08/2013;4;80;0;Monsoonal Rain;1.5;93532;5.75;100.18;35.92;0;32;1;73;18/08/2013;1044;3556
4084;Philippines;News;13/08/2013;21/08/2013;9;8;280000;Monsoonal Rain;2;50412;5.96;121.14;16.32;0;32;1;72;13/08/2013;1044;3555
4083;China;News;07/08/2013;14/10/2013;69;100;260000;Heavy Rain;2;1430156;8.3;130.27;50.53;1;32;1;71;07/08/2013;1044;3554
4082;Pakistan;News;07/08/2013;21/08/2013;15;70;12000;Monsoon Rain;1.5;462763;7.02;69.11;28.74;1;31;1;70;07/08/2013;1043;3553
4081;Burma/Myanmar;News;25/07/2013;07/08/2013;14;1;34000;Heavy Rain;1.5;125251;6.42;98.16;18.31;1;30;1;69;25/07/2013;1042;3552
4080;USA;News;05/08/2013;07/08/2013;3;2;100;Torrential Rain;1.5;123143;5.74;-94.15;38.21;0;29;1;68;05/08/2013;1041;3551
4079;Russia;News;01/08/2013;07/08/2013;7;0;1500;Heavy Rain;2;102479;6.16;128.42;50;1;29;1;67;01/08/2013;1041;3550
4078;Pakistan;News;01/08/2013;07/08/2013;7;135;81000;Heavy Rain;1.5;549425;6.76;70.64;32.81;1;28;1;66;01/08/2013;1040;3549
4077;Sudan;News;01/08/2013;21/08/2013;21;11;100000;Heavy Rain;1.5;1004639;7.5;28.99;13.69;1;27;1;65;01/08/2013;1039;3548
4076;Kenya;News;05/08/2013;07/08/2013;3;0;5000;Heavy Rain;1;9047;4.43;35.21;1.66;0;26;1;64;05/08/2013;1038;3547
4075;Paraguay;News;04/07/2013;15/07/2013;12;0;52000;Heavy Rain;1.5;131223;6.37;-57.65;-24.15;1;26;1;63;04/07/2013;1038;3546
4074;North Korea;News;10/07/2013;15/07/2013;6;2;760;Heavy Rain;1;21695;5.11;126.32;39.62;0;25;1;62;10/07/2013;1037;3545
4073;China;News;11/07/2013;15/07/2013;5;0;8;Torrential Rain;1.5;112221;5.93;108.36;23.09;0;25;1;61;11/07/2013;1037;3544
4072;China;News;13/07/2013;15/07/2013;3;1;300000;Tropical Storm;1.5;101851;5.66;118.14;25.86;0;25;1;60;13/07/2013;1037;3543
4071;China;News;05/07/2013;15/07/2013;11;200;100000;Heavy Rain;1.5;419827;6.84;104.02;30.46;1;25;1;59;05/07/2013;1037;3542
4070;Laos;News;23/06/2013;27/06/2013;5;0;0;Monsoonal Rain;1;32197;5.21;104.85;17.7;0;24;1;58;23/06/2013;1036;3541
4069;India;News;23/06/2013;15/07/2013;23;80;2000000;Monsoonal Rain;2;38019;6.24;94.92;27.39;1;24;1;57;23/06/2013;1036;3540
4068;Canada;News;20/06/2013;27/06/2013;8;3;100000;Heavy Rain;2;307926;6.69;-109.65;51.24;1;23;1;56;20/06/2013;1035;3539
4067;India;News;11/06/2013;18/06/2013;8;0;8000;Monsoonal Rain;1;152701;6.09;82.53;21.98;1;22;1;55;11/06/2013;1034;3538
4066;New Zealand;News;15/06/2013;18/06/2013;4;0;0;Heavy Rain;1.5;42497;5.41;170.67;-44.36;0;21;1;54;15/06/2013;1033;3537
4065;India;News;12/06/2013;27/06/2013;16;5748;75000;Monsoonal Rain;1.5;131743;6.5;76.61;32.71;1;21;1;53;12/06/2013;1033;3536
4064;USA;News;25/05/2013;03/06/2013;10;5;0;Torrential Rain;1.5;170079;6.41;-91.63;37.09;1;20;1;52;25/05/2013;1032;3535
4063;Germany;News;28/05/2013;18/06/2013;22;8;3000;Heavy Rain;2;241204;7.03;12.11;49.14;1;19;1;51;28/05/2013;1031;3534
4062;Norway;News;22/05/2013;28/05/2013;7;0;500;Heavy Rain and Snowmelt;1.5;28072;5.47;10.48;61.28;0;18;1;50;22/05/2013;1030;3533
4061;USA;News;25/05/2013;03/06/2013;10;0;400;Heavy Rain;1;123500;6.09;-93.39;41.92;1;18;1;49;25/05/2013;1030;3532
4060;USA;News;25/05/2013;28/05/2013;4;3;300;Heavy Rain;2;33908;5.43;-98.89;28.9;0;17;1;48;25/05/2013;1029;3531
4059;Columbia;News;26/05/2013;28/05/2013;3;0;0;Torrential Rain;1;125895;5.58;-74.55;3.67;0;17;1;47;26/05/2013;1029;3530
4058;Sri Lanka;News;13/05/2013;16/05/2013;4;7;115000;Tropical Storm;1;17254;4.84;80.53;7.14;0;17;1;46;13/05/2013;1029;3529
4057;China;News;12/05/2013;28/05/2013;17;55;10000;Monsoonal Rain;1.5;84762;6.33;114.46;23.64;1;17;1;45;12/05/2013;1029;3528
4056;Bangladesh;News;14/05/2013;16/05/2013;3;19;1166000;Tropical Storm;1.5;72848;5.52;91.19;23.64;0;16;1;44;14/05/2013;1028;3527
4055;Somalia;News;01/05/2013;16/05/2013;16;7;50000;Heavy Rain;2;243476;6.89;43.66;2.17;1;16;1;43;01/05/2013;1028;3526
4054;Indonesia;News;06/05/2013;16/05/2013;11;0;3000;Torrential Rain;1;17153;5.28;98.62;3.85;0;15;1;42;06/05/2013;1027;3525
4053;Russia;News;06/05/2013;16/05/2013;11;0;390;Ice Jam and Ice Melt;1;630162;6.84;133.33;68.16;1;15;1;41;06/05/2013;1027;3524
4052;Afghanistan;News;23/04/2013;29/04/2013;7;13;300;Torrential Rain;1;14653;5.01;68.85;36.93;0;14;1;40;23/04/2013;1026;3523
4051;USA;News;27/04/2013;29/04/2013;3;0;0;Heavy Rain and Snowmelt;1;43181;5.11;-97.6;48.56;0;14;1;39;27/04/2013;1026;3522
4050;USA;News;22/04/2013;29/04/2013;8;5;300;Heavy Rain;1.5;493137;6.77;-88.64;38.83;1;14;1;38;22/04/2013;1026;3521
4049;Saudi Arabia;News;25/04/2013;16/05/2013;22;0;0;Heavy Rain;1;814307;7.25;52.39;22.76;1;13;1;37;25/04/2013;1025;3520
4048;Somalia;News;05/04/2013;29/04/2013;25;0;4000;Heavy Rain;1;27293;5.83;45.74;3.39;0;12;1;36;05/04/2013;1024;3519
4047;Albania;News;15/03/2013;12/04/2013;29;0;2800;Heavy Rain;1;3305;4.98;19.62;42;0;12;1;35;15/03/2013;1024;3518
4046;Argentina;News;01/04/2013;07/04/2013;7;59;3000;Torrential Rain;2;18135;5.4;-58.68;-34.48;0;12;1;34;01/04/2013;1024;3517
4045;Mauritius;News;31/03/2013;03/04/2013;4;11;0;Torrential Rain;1.5;1680;4;57.52;-20.23;0;12;1;33;31/03/2013;1024;3516
4044;South Sudan;News;25/03/2013;03/04/2013;10;0;12000;Heavy Rain;1.5;215663;6.51;31.22;6.06;1;12;1;32;25/03/2013;1024;3515
4043;Kenya;News;28/03/2013;29/04/2013;33;63;18633;Heavy Rain;1.5;73170;6.56;36.72;2.46;1;11;1;31;28/03/2013;1023;3514
4042;Spain;News;31/03/2013;03/04/2013;4;2;300;Torrential Rain;1.5;53241;5.5;-3.81;40.29;0;10;1;30;31/03/2013;1022;3513
4041;Peru;News;10/03/2013;17/03/2013;8;0;3000;Heavy Rain;1.5;740438;6.95;-70.99;-16.51;1;10;1;29;10/03/2013;1022;3512
4040;Portugal;News;14/03/2013;17/03/2013;4;0;30;Heavy Rain;1;2986;4.08;-25.54;37.84;0;9;1;28;14/03/2013;1021;3511
4039;France;News;09/03/2013;17/03/2013;9;1;1200;Heavy Rain;1;5910;4.73;2.54;43.26;0;9;1;27;09/03/2013;1021;3510
4038;Spain;News;13/03/2013;17/03/2013;5;0;200;Heavy Rain;1;12282;4.79;-2.94;37.9;0;9;1;26;13/03/2013;1021;3509
