Register_ID;Country;Validation;Began;Ended;Duration in Days;Dead;Displaced;Main cause;Severity;Affected sq km;Magnitude;Longitude of Centroid X;Latitude of Centroid Y;M>6;Total annual floods M>6;M>4;Total annual floods M>4;Date Began;Total floods M>6;Total floods M>4
1802;Brazil?;News;29/09/2001;04/10/2001;6;13;12000;Brief torrential rain;1;619668;6.57;-51.11;-26.2;1;13;1;80;29/09/2001;420;1625
1801;Rwanda?;News;22/09/2001;22/09/2001;1;10;0;Brief torrential rain;1;1769;3.25;29.65;-2.59;0;12;0;79;22/09/2001;419;1624
1800;Phillipines;News;24/09/2001;25/09/2001;2;1;0;Heavy rain;1;6001;4.08;121.54;18.15;0;12;1;79;24/09/2001;419;1624
1799;Mexico;News;24/09/2001;02/10/2001;9;3;38000;Tropical cyclone;1;35717;5.51;-102.05;18.09;0;12;1;78;24/09/2001;419;1623
1798;Iran;News;19/09/2001;20/09/2001;2;1;800;Brief torrential rain;1;10285;4.31;54.98;37.38;0;12;1;77;19/09/2001;419;1622
1797;China;News;19/09/2001;22/09/2001;4;25;100000;Brief torrential rain;1;14700;4.77;104.6;31.04;0;12;1;76;19/09/2001;419;1621
1796;Nicaragua?;News;18/09/2001;21/09/2001;4;4;800;Brief torrential rain;1;7806;4.49;-92.61;15.23;0;12;1;75;18/09/2001;419;1620
1795;Taiwan;News;16/09/2001;20/09/2001;5;90;10000;Tropical cyclone;2;2803;4.45;121.29;24.99;0;12;1;74;16/09/2001;419;1619
1794;Italy;News;14/09/2001;15/09/2001;2;2;0;Brief torrential rain;1;69;2.14;14.25;40.88;0;12;0;73;14/09/2001;419;1618
1793;Guinea;News;18/08/2001;09/10/2001;53;11;43500;Heavy rain;2;264055;7.45;-9.23;10.55;1;12;1;73;18/08/2001;419;1618
1792;Thailand?;News;10/09/2001;12/09/2001;3;0;0;Heavy rain;1;14946;4.65;103.44;16.66;0;11;1;72;10/09/2001;418;1617
1791;India;News;07/09/2001;24/09/2001;18;146;30000;Heavy rain;1;30124;5.73;84.87;26.53;0;11;1;71;07/09/2001;418;1616
1790;Brazil?;News;03/09/2001;04/09/2001;2;3;2400;Brief torrential rain;1;13040;4.42;-53.95;-31.17;0;11;1;70;03/09/2001;418;1615
1789;India?;News;20/08/2001;11/09/2001;23;65;300000;Heavy rain;1;35442;5.91;83.05;26.76;0;11;1;69;20/08/2001;418;1614
1788;Nepal?;News;29/08/2001;03/09/2001;6;17;0;Brief torrential rain;1;563;3.53;84.79;27.84;0;11;0;68;29/08/2001;418;1613
1787;China;News;28/08/2001;09/09/2001;13;4;50000;Tropical cyclone;1;14471;5.27;109.5;19.39;0;11;1;68;28/08/2001;418;1613
1786;Nigeria?;News;27/08/2001;04/09/2001;9;200;80000;Dam/Levy break or release;2;14288;5.41;8.7;11.73;0;11;1;67;27/08/2001;418;1612
1785;Uganda?;News;20/08/2001;29/08/2001;10;0;4000;Heavy rain;1;15804;5.2;30.02;0.65;0;11;1;66;20/08/2001;418;1611
1784;China;News;25/08/2001;25/08/2001;1;15;2000;Heavy rain;1;5570;3.75;106.12;23.67;0;11;0;65;25/08/2001;418;1610
1783;Vietnam?;News;20/08/2001;22/08/2001;3;11;640;Heavy rain;1;23438;4.85;108.3;12.09;0;11;1;65;20/08/2001;418;1610
1782;South Africa?;News;17/08/2001;03/09/2001;18;0;15000;Heavy rain;2;1280;4.66;18.6;-33.85;0;11;1;64;17/08/2001;418;1609
1781;Cambodia;News;15/08/2001;19/11/2001;97;416;1060000;Monsoonal rain;2;74458;7.16;105.38;11.77;1;11;1;63;15/08/2001;418;1608
1780;Pakistan?;News;16/08/2001;16/08/2001;1;6;0;Brief torrential rain;1;3032;3.48;70.73;30.07;0;10;0;62;16/08/2001;417;1607
1779;India?;News;14/08/2001;15/08/2001;2;16;0;Heavy rain;1;3009;3.78;76.15;32.61;0;10;0;62;14/08/2001;417;1607
1778;Chad?;News;19/08/2001;11/10/2001;54;100;40000;Brief torrential rain;1;104252;6.75;16.26;9.33;1;10;1;62;19/08/2001;417;1607
1777;Philippines?;News;12/08/2001;14/08/2001;3;34;79000;Brief torrential rain;1;31876;4.98;122.87;7.8;0;9;1;61;12/08/2001;416;1606
1776;Thailand;News;10/08/2001;25/08/2001;16;173;10000;Brief torrential rain;1;4163;4.82;105.95;18.36;0;9;1;60;10/08/2001;416;1605
1775;Iran?;News;10/08/2001;12/08/2001;3;600;15000;Brief torrential rain;2;77941;5.67;56.91;36.87;0;9;1;59;10/08/2001;416;1604
1774;Afghanistan?;News;08/08/2001;08/08/2001;1;2;0;Brief torrential rain;1;1282;3.11;69.15;34.62;0;9;0;58;08/08/2001;416;1603
1773;Russia;News;06/08/2001;12/08/2001;7;11;30000;Heavy rain;1;36650;5.41;133.8;43.65;0;9;1;58;06/08/2001;416;1603
1772;Sudan;News;06/08/2001;13/09/2001;39;5;45000;Heavy rain;1;557928;7.34;34.43;15;1;9;1;57;06/08/2001;416;1602
1771;Yemen?;News;05/08/2001;05/08/2001;1;11;0;Heavy rain;1;4207;3.62;44.03;16.38;0;8;0;56;05/08/2001;415;1601
1770;North Korea?;News;01/08/2001;04/08/2001;4;0;10000;Heavy rain;1;5048;4.31;126.69;38.11;0;8;1;56;01/08/2001;415;1601
1769;USA;News;03/08/2001;04/08/2001;2;2;100;Heavy rain;1;19308;4.59;-83.03;37.08;0;8;1;55;03/08/2001;415;1600
1768;Nigeria?;News;22/07/2001;22/07/2001;1;0;3802;Heavy rain;1;1065;3.03;6.17;12.53;0;8;0;54;22/07/2001;415;1599
1767;Indonesia;News;31/07/2001;01/08/2001;2;1;3000;Heavy rain;1;2399;3.68;122.41;-1.31;0;8;0;54;31/07/2001;415;1599
1766;Bangladesh;News;31/07/2001;01/09/2001;33;36;2750000;Monsoonal rain;1;190727;6.8;89.57;25.93;1;8;1;54;31/07/2001;415;1599
1765;Indonesia;News;31/07/2001;01/08/2001;2;108;1500;Heavy rain;2;1267;3.7;97.75;0.82;0;7;0;53;31/07/2001;414;1598
1764;Nepal?;News;29/07/2001;01/08/2001;4;20;100;Monsoonal rain;1;1304;3.72;81.62;29.3;0;7;0;53;29/07/2001;414;1598
1763;South Korea;News;29/07/2001;30/07/2001;2;3;12000;Brief torrential rain;1;2231;3.65;127.06;37.47;0;7;0;53;29/07/2001;414;1598
1762;Taiwan;News;29/07/2001;30/07/2001;2;78;0;Tropical cyclone;2;3947;4.2;121.34;23.51;0;7;1;53;29/07/2001;414;1598
1761;USA;News;29/07/2001;29/07/2001;1;2;300;Heavy rain;1;14007;4.15;-81.57;37.32;0;7;1;52;29/07/2001;414;1597
1760;Yemen??;News;26/07/2001;29/07/2001;4;20;0;Brief torrential rain;1;10853;4.64;44.19;14.56;0;7;1;51;26/07/2001;414;1596
1759;China?;News;25/07/2001;26/07/2001;2;30;0;Heavy rain;2;6806;4.43;104.68;34.36;0;7;1;50;25/07/2001;414;1595
1758;Poland?;News;20/07/2001;03/08/2001;15;30;16000;Brief torrential rain;1;47893;5.86;20.84;49.73;0;7;1;49;20/07/2001;414;1594
1757;Pakistan?;News;22/07/2001;25/07/2001;4;230;40000;Brief torrential rain;1;111091;5.65;73.26;34.99;0;7;1;48;22/07/2001;414;1593
1756;Nicaragua?;News;21/07/2001;22/07/2001;2;2;10000;Heavy rain;1;2586;3.71;-84.25;12.18;0;7;0;47;21/07/2001;414;1592
1755;Iran?;News;20/07/2001;21/07/2001;2;34;0;Heavy rain;1;7447;4.17;48.02;38.61;0;7;1;47;20/07/2001;414;1592
1754;USA;News;17/07/2001;18/07/2001;2;3;0;Brief torrential rain;2;1714;3.84;-84.56;39.54;0;7;0;46;17/07/2001;414;1591
1753;India?;News;16/07/2001;16/07/2001;1;26;0;Brief torrential rain;1;2458;3.39;79.86;30.77;0;7;0;46;16/07/2001;414;1591
1752;South Korea?;News;14/07/2001;15/07/2001;2;52;572;Brief torrential rain;1;2231;3.65;127.06;37.47;0;7;0;46;14/07/2001;414;1591
1751;Taiwan;News;11/07/2001;13/07/2001;3;5;0;Tropical cyclone;2;1313;3.9;120.44;22.63;0;7;0;46;11/07/2001;414;1591
1750;Ivory Coast?;News;11/07/2001;11/07/2001;1;2;0;Heavy rain;1;1828;3.26;-4.05;5.36;0;7;0;46;11/07/2001;414;1591
1749;China?;News;11/07/2001;12/07/2001;2;29;0;Heavy rain;1;18013;4.56;101.6;36.67;0;7;1;46;11/07/2001;414;1591
1748;Poland?;News;10/07/2001;10/07/2001;1;4;650;Brief torrential rain;1;1363;3.13;18.57;54.28;0;7;0;45;10/07/2001;414;1590
1747;India?;News;08/07/2001;10/08/2001;34;100;2000000;Monsoonal rain;2;105057;6.85;84.8;21.06;1;7;1;45;08/07/2001;414;1590
1746;USA;News;08/07/2001;09/07/2001;2;2;6000;Heavy rain;2;8534;4.53;-81.88;37.84;0;6;1;44;08/07/2001;413;1589
1745;Russia;News;07/07/2001;13/07/2001;7;11;20000;Extra-tropical cyclone;2;231499;6.51;101.96;55.24;1;6;1;43;07/07/2001;413;1588
1744;India;News;04/07/2001;16/07/2001;13;86;40000;Monsoonal rain;1;4468;4.76;76.42;9.73;0;5;1;42;04/07/2001;412;1587
1743;Philippines;News;01/07/2001;19/07/2001;19;178;800000;Heavy rain;2;205221;6.89;111;22.91;1;5;1;41;01/07/2001;412;1586
1742;Vietnam;News;03/07/2001;06/07/2001;4;32;13000;Brief torrential rain;2;12942;5.02;105.85;21.66;0;4;1;40;03/07/2001;411;1585
1741;Cameroon?;News;28/06/2001;29/06/2001;2;22;1000;Brief torrential rain;1;1087;3.34;8.99;4.44;0;4;0;39;28/06/2001;411;1584
1740;Ghana?;News;27/06/2001;30/06/2001;4;12;80000;Monsoonal rain;1;417;3.22;-0.29;5.68;0;4;0;39;27/06/2001;411;1584
1739; Nepal;News;26/06/2001;26/06/2001;1;35;0;Heavy rain;1;469;2.67;84.82;27.88;0;4;0;39;26/06/2001;411;1584
1738;East Timor?;News;20/06/2001;23/06/2001;4;1;400;Heavy rain;1;374;3.17;126.95;-8.4;0;4;0;39;20/06/2001;411;1584
1737; India?;News;20/06/2001;21/06/2001;2;29;0;Monsoonal rain;1;38728;4.89;71.29;22.83;0;4;1;39;20/06/2001;411;1584
1736;China?;News;19/06/2001;23/06/2001;5;66;10000;Heavy rain;1;3605;4.26;110.22;26.49;0;4;1;38;19/06/2001;411;1583
1735;Poland;News;19/06/2001;22/06/2001;4;9;6000;Heavy rain;1;14265;4.76;18.49;44.7;0;4;1;37;19/06/2001;411;1582
1734;Ecuador?;News;11/06/2001;20/06/2001;10;41;8000;Heavy rain;1;3657;4.56;-79.07;-4.62;0;4;1;36;11/06/2001;411;1581
1733;USA;News;06/06/2001;13/06/2001;8;47;30000;Tropical cyclone;1;32061;5.41;-93.68;29.77;0;4;1;35;06/06/2001;411;1580
1732;China?;News;06/06/2001;17/06/2001;12;100;237000;Heavy rain;1;18916;5.36;111.65;22.21;0;4;1;34;06/06/2001;411;1579
1731;India;News;05/06/2001;22/06/2001;18;15;800000;Monsoonal rain;1;17562;5.5;92.01;24.45;0;4;1;33;05/06/2001;411;1578
1730;El Salvador?;News;25/05/2001;30/05/2001;6;2;0;Heavy rain;1;159;2.98;-89.18;13.73;0;4;0;32;25/05/2001;411;1577
1729;USA;News;24/05/2001;30/05/2001;7;0;32;Ice jam/break-up;1;4096;4.46;-157.14;64.98;0;4;1;32;24/05/2001;411;1577
1728;DR Congo?;News;18/05/2001;18/05/2001;1;30;0;Heavy rain;1;2392;3.38;15.43;-4.17;0;4;0;31;18/05/2001;411;1576
1727;Haiti?;News;16/05/2001;18/05/2001;3;15;0;Heavy rain;1;7779;4.37;-72.47;19.07;0;4;1;31;16/05/2001;411;1576
1726;Vietnam?;News;15/05/2001;17/05/2001;3;2;0;Heavy rain;1;5615;4.23;107.55;16.31;0;4;1;30;15/05/2001;411;1575
1725;Russia?;News;12/05/2001;08/06/2001;28;7;70000;Snowmelt;2;2856610;8.2;106.62;58.49;1;4;1;29;12/05/2001;411;1574
1724;Columbia?;News;08/05/2001;10/05/2001;3;0;5000;Heavy rain;1;15608;4.67;-72.9;6.9;0;3;1;28;08/05/2001;410;1573
1723;USA;News;06/05/2001;07/05/2001;2;2;0;Heavy rain;1;246;2.69;-66.84;18.05;0;3;0;27;06/05/2001;410;1572
1722; Turkey?;News;07/05/2001;08/05/2001;2;4;0;Heavy rain;1;1612;3.51;36.21;36.2;0;3;0;27;07/05/2001;410;1572
1721;Iran?;News;06/05/2001;06/05/2001;1;32;800;Brief torrential rain;1;2135;3.33;57.42;37.49;0;3;0;27;06/05/2001;410;1572
1720; Thailand?;News;04/05/2001;05/05/2001;2;30;4000;Brief torrential rain;1;19752;4.6;99.08;17.97;0;3;1;27;04/05/2001;410;1572
1719;Russia;News;01/05/2001;17/05/2001;17;0;15000;Snowmelt;1;16164;5.44;56.19;53.84;0;3;1;26;01/05/2001;410;1571
1718;Uruguay?;News;30/04/2001;02/06/2001;34;0;5000;Heavy rain;1;6893;5.37;-56.74;-30.33;0;3;1;25;30/04/2001;410;1570
1717;Belarus?;News;29/04/2001;01/05/2001;3;0;0;Snowmelt;1;17381;4.72;29.03;52.06;0;3;1;24;29/04/2001;410;1569
1716;Malaysia?;News;26/04/2001;26/04/2001;1;2;0;Brief torrential rain;1;856;2.93;101.72;3.15;0;3;0;23;26/04/2001;410;1568
1715;Poland?;News;22/04/2001;26/04/2001;5;0;0;Heavy rain;1;3118;4.19;19.17;50.8;0;3;1;23;22/04/2001;410;1568
1714;Brazil?;News;25/04/2001;26/04/2001;2;15;4500;Heavy rain;1;5188;4.02;-56.47;-15.45;0;3;1;22;25/04/2001;410;1567
1713;Peru?;News;25/04/2001;26/04/2001;2;9;300;Brief torrential rain;1;14812;4.47;-73.9;-11.89;0;3;1;21;25/04/2001;410;1566
1712;USA;News;15/04/2001;15/05/2001;31;1;4400;Snowmelt;2;63377;6.59;-90.47;42.66;1;3;1;20;15/04/2001;410;1565
1711;Angola?;News;14/04/2001;15/04/2001;2;18;300;Heavy rain;1;7433;4.17;13.51;-9.01;0;2;1;19;14/04/2001;409;1564
1710;France;News;07/04/2001;02/05/2001;26;0;1029;Heavy rain;2;9210;5.68;2.37;50.05;0;2;1;18;07/04/2001;409;1563
1709;Angola?;News;02/04/2001;09/04/2001;8;20;15800;Heavy rain;1;24780;5.3;12.48;-14.94;0;2;1;17;02/04/2001;409;1562
1708;Peru?;News;01/03/2001;21/03/2001;21;0;10800;Heavy rain;1;17427;5.56;-69.77;-16.06;0;2;1;16;01/03/2001;409;1561
1707;Portugal?;News;21/03/2001;22/03/2001;2;3;200;Heavy rain;1;818;3.21;-8.54;41.17;0;2;0;15;21/03/2001;409;1560
1706;France?;News;21/03/2001;28/03/2001;8;0;1400;Heavy rain;1;78097;5.8;4.22;47.68;0;2;1;15;21/03/2001;409;1560
1705;Saudi Arabia?;News;17/03/2001;19/03/2001;3;6;0;Heavy rain;1;3070;3.96;46.74;24.53;0;2;0;14;17/03/2001;409;1559
1704;Ecuador?;News;08/03/2001;10/03/2001;3;11;1200;Brief torrential rain;1;2306;3.84;-80.12;-0.71;0;2;0;14;08/03/2001;409;1559
1703;Australia?;News;08/03/2001;15/03/2001;8;3;3000;Heavy rain;2;30878;5.69;152.87;-29.72;0;2;1;14;08/03/2001;409;1559
1702;Turkey?;News;08/03/2001;08/03/2001;1;4;600;Heavy rain;1;4917;3.69;38.95;37.55;0;2;0;13;08/03/2001;409;1558
1701;Malaysia?;News;08/03/2001;08/03/2001;1;0;12000;Heavy rain;2;373;2.87;101.59;3.47;0;2;0;13;08/03/2001;409;1558
1700;Spain?;News;06/03/2001;07/03/2001;2;1;0;Heavy rain;2;23424;4.97;-4.19;42.02;0;2;1;13;06/03/2001;409;1558
1699;Germany;News;04/03/2001;17/03/2001;14;8;91000;Heavy rain;2;30198;5.93;22.64;47.93;0;2;1;12;04/03/2001;409;1557
1698;Tanzania?;News;27/02/2001;27/02/2001;1;7;0;Brief torrential rain;1;109;2.04;39.24;-6.81;0;2;0;11;27/02/2001;409;1556
1697;USA;News;27/02/2001;01/03/2001;3;0;200;Ice jam/break-up;2;24;2.16;-90.31;41.51;0;2;0;11;27/02/2001;409;1556
1696;Australia;News;18/02/2001;23/02/2001;6;0;670;Tropical cyclone;1;32096;5.28;130.97;-16.6;0;2;1;11;18/02/2001;409;1556
1695;Bolivia?;News;16/02/2001;22/02/2001;7;19;200000;Heavy rain;1;652;3.66;-63.95;-19.79;0;2;0;10;16/02/2001;409;1555
1694;Philippines;News;16/02/2001;19/02/2001;4;17;98360;Tropical cyclone;1;5961;4.38;125.85;8.36;0;2;1;10;16/02/2001;409;1555
1693;Indonesia;News;04/02/2001;18/02/2001;15;131;81600;Brief torrential rain;2;22467;5.83;112.07;2.39;0;2;1;9;04/02/2001;409;1554
1692;Australia?;News;01/02/2001;06/02/2001;6;1;300;Heavy rain;1;110606;5.82;151;-29;0;2;1;8;01/02/2001;409;1553
1691;Portugal?;News;26/01/2001;29/01/2001;4;6;300;Heavy rain;2;10062;4.91;-7.67;40.8;0;2;1;7;26/01/2001;409;1552
1690;Tanzania?;News;20/01/2001;20/01/2001;1;13;120;Heavy rain;1;25185;4.4;30.36;-5.24;0;2;1;6;20/01/2001;409;1551
1689;Bolivia;News;01/01/2001;22/03/2001;81;18;300000;Heavy rain;1;107079;6.94;-67.15;-14.91;1;2;1;5;01/01/2001;409;1550
1688;Malaysia?;News;16/01/2001;21/01/2001;6;2;5000;Monsoonal rain;1;17459;5.02;102.63;5.39;0;1;1;4;16/01/2001;408;1549
1687;Philippines?;News;15/01/2001;15/01/2001;1;2;12000;Heavy rain;1;846;2.93;123.05;10.76;0;1;0;3;15/01/2001;408;1548
1686;Kenya?;News;13/01/2001;14/01/2001;2;4;0;Heavy rain;1;4356;3.94;36.94;-1.25;0;1;0;3;13/01/2001;408;1548
1685;France;News;05/01/2001;07/01/2001;3;0;80;Brief torrential rain;1;3926;4.07;5.01;50.37;0;1;1;3;05/01/2001;408;1548
1684;Malawi?;News;04/01/2001;04/01/2001;1;5;14;Heavy rain;1;10395;4.02;33.56;-10.69;0;1;1;2;04/01/2001;408;1547
1683;Mozambique;News;01/01/2001;27/04/2001;117;146;485000;Tropical cyclone;1;202266;7.37;33.56;-16.2;1;1;1;1;01/01/2001;408;1546
1682;Croatia;News;28/12/2000;30/12/2000;3;0;2000;Heavy rain;1;1048;3.5;15.11;44.95;0;26;0;94;28/12/2000;407;1545
1681;Sri Lanka;News;24/12/2000;28/12/2000;5;5;300000;Monsoonal rain;1;13726;4.84;81.4;7.95;0;26;1;94;24/12/2000;407;1545
1680;Australia?;News;15/12/2000;09/01/2001;26;0;300;Heavy rain;1;225489;6.77;141.45;-18.24;1;26;1;93;15/12/2000;407;1544
1679;Brazil?;News;17/12/2000;26/12/2000;10;13;2000;Heavy Rain;1;578256;6.76;-44.42;-20.71;1;25;1;92;17/12/2000;406;1543
1678;Philippines?;News;08/12/2000;11/12/2000;4;11;55000;Tropical cyclone;1;2198;3.94;122.68;11.38;0;24;0;91;08/12/2000;405;1542
1677;Indonesia;News;03/12/2000;06/12/2000;4;9;3000;Brief torrential rain;2;590;3.67;116.89;-8.74;0;24;0;91;03/12/2000;405;1542
1676;Indonesia?;News;30/11/2000;03/12/2000;4;14;30000;Heavy rain;1;6250;4.4;124.7;1.17;0;24;1;91;30/11/2000;405;1542
1675;Tanzania?;News;01/12/2000;31/12/2000;31;3600;0;Heavy rain;1;18959;5.77;33.1;-3.15;0;24;1;90;01/12/2000;405;1541
1674;Iran?;News;30/11/2000;02/12/2000;3;0;0;Brief torrential rain;1;83734;5.4;48.48;32.63;0;24;1;89;30/11/2000;405;1540
1673; Philippines;News;30/11/2000;03/12/2000;4;12;70000;Heavy rain;1;14311;4.76;125.23;8.94;0;24;1;88;30/11/2000;405;1539
1672;Somalia?;News;20/11/2000;30/11/2000;11;0;150000;Heavy rain;1;51403;5.75;42.27;-0.06;0;24;1;87;20/11/2000;405;1538
1671;Indonesia;News;21/11/2000;01/12/2000;11;243;68682;Brief torrential rain;1;344411;6.58;99.8;1.58;1;24;1;86;21/11/2000;405;1537
1670;South Africa?;News;19/11/2000;23/11/2000;5;3;3000;Brief torrential rain;1;25654;5.11;31.95;-27.94;0;23;1;85;19/11/2000;404;1536
1669;Sri Lanka?;News;18/11/2000;22/11/2000;5;3;300000;Monsoonal rain;1;7612;4.58;81.31;7.61;0;23;1;84;18/11/2000;404;1535
1668;Vietnam?;News;18/11/2000;26/11/2000;9;36;25000;0;1;49136;5.65;108.57;14.79;0;23;1;83;18/11/2000;404;1534
1667;Australia?;News;17/11/2000;02/12/2000;16;0;600;0;2;111978;6.55;150.57;-31.19;1;23;1;82;17/11/2000;404;1533
1666;Saudi Arabia;News;15/11/2000;18/11/2000;4;7;300;Heavy rain;1;10794;4.64;39.72;21.5;0;22;1;81;15/11/2000;403;1532
1665;Venezuela?;News;12/11/2000;17/11/2000;6;3;6000;Heavy rain;1;77733;5.67;-69.38;10.8;0;22;1;80;12/11/2000;403;1531
1664;Canada?;News;08/11/2000;10/11/2000;3;0;0;Heavy rain;1;7561;4.36;-97.2;49.62;0;22;1;79;08/11/2000;403;1530
1663;Indonesia??;News;05/11/2000;07/11/2000;3;21;0;Brief torrential rain;1;7588;4.36;109.44;-7.64;0;22;1;78;05/11/2000;403;1529
1662;Italy;News;05/11/2000;07/11/2000;3;3;30;Heavy rain;1;23851;4.85;7.74;44.85;0;22;1;77;05/11/2000;403;1528
1661;USA;News;02/11/2000;07/11/2000;6;6;0;0;1;9655;4.76;-99.38;30.6;0;22;1;76;02/11/2000;403;1527
1660;Philippines;News;03/11/2000;05/11/2000;3;43;668000;Tropical cyclone;1;5875;4.25;121.18;14.49;0;22;1;75;03/11/2000;403;1526
1659;USA;News;02/11/2000;03/11/2000;2;0;100;Heavy rain;1;87;2.24;-155.1;19.74;0;22;0;74;02/11/2000;403;1525
1658;Taiwan;News;01/11/2000;04/11/2000;4;58;0;Tropical cyclone;1;4477;4.25;121.62;24.74;0;22;1;74;01/11/2000;403;1525
1657;UK;News;29/10/2000;30/10/2000;2;13;6000;Heavy rain;2;96950;5.59;-0.68;52.68;0;22;1;73;29/10/2000;403;1524
1656;Indonesia?;News;29/10/2000;31/10/2000;3;40;10000;Heavy rain;1;13697;4.61;108.88;-7.32;0;22;1;72;29/10/2000;403;1523
1655;Philippines;News;28/10/2000;31/10/2000;4;41;100000;Brief torrential rain;1;7060;4.45;123.72;13.06;0;22;1;71;28/10/2000;403;1522
1654;Israel?;News;24/10/2000;26/10/2000;3;1;600;Heavy rain;1;3172;3.98;34.67;31.89;0;22;0;70;24/10/2000;403;1521
1653;Algeria;News;22/10/2000;25/10/2000;4;28;400;Brief torrential rain;1;101502;5.61;-0.68;34.22;0;22;1;70;22/10/2000;403;1521
1652;USA;News;22/10/2000;23/10/2000;2;1;500;Brief torrential rain;1;314;2.8;-113.63;33.8;0;22;0;69;22/10/2000;403;1520
1651; Spain?;News;20/10/2000;26/10/2000;7;8;500;Brief torrential rain;1;26693;5.27;-0.54;39.69;0;22;1;69;20/10/2000;403;1520
1650;Italy;News;14/10/2000;22/10/2000;9;37;43000;Brief torrential rain;2;44553;5.9;8.75;45.57;0;22;1;68;14/10/2000;403;1519
1649;China?;News;12/10/2000;18/10/2000;7;10;200000;Tropical cyclone;2;11166;5.19;110.08;19.71;0;22;1;67;12/10/2000;403;1518
1648;Brazil?;News;12/10/2000;15/10/2000;4;6;5000;Heavy rain;1;10255;4.61;-50.94;-29.9;0;22;1;66;12/10/2000;403;1517
1647;Mexico?;News;10/10/2000;17/10/2000;8;0;1500;0;1;3037;4.39;-93.01;18.06;0;22;1;65;10/10/2000;403;1516
1646;UK?;News;11/10/2000;14/10/2000;4;0;1000;Heavy rain;1;5378;4.33;0.22;51.1;0;22;1;64;11/10/2000;403;1515
1645;Vietnam?;News;10/10/2000;19/10/2000;10;23;200000;Monsoonal rain;1;71923;5.86;107.68;12.29;0;22;1;63;10/10/2000;403;1514
1644;Columbia?;News;20/09/2000;30/09/2000;11;9;28000;Heavy rain;1;208183;6.36;-74.79;7.36;1;22;1;62;20/09/2000;403;1513
1643;Belize;News;01/10/2000;05/10/2000;5;14;10621;Brief torrential rain;1;3926;4.29;-88.4;18.29;0;21;1;61;01/10/2000;402;1512
1642;Nigeria?;News;20/09/2000;21/09/2000;2;0;0;Brief torrential rain;1;7725;4.19;3.22;6.75;0;21;1;60;20/09/2000;402;1511
1641; India;News;18/09/2000;21/10/2000;34;1468;24000000;Monsoonal rain;2;155001;7.02;88.55;24.08;1;21;1;59;18/09/2000;402;1510
1640; Mexico;News;19/09/2000;22/09/2000;4;9;0;Heavy rain;1;12756;4.71;-100.3;17.26;0;20;1;58;19/09/2000;401;1509
1639;France?;News;19/09/2000;20/09/2000;2;6;0;Heavy rain;1;18173;4.56;4.4;43.8;0;20;1;57;19/09/2000;401;1508
1638; Sri Lanka?;News;18/09/2000;22/09/2000;5;2;100000;Heavy rain;1;8043;4.6;80.62;6.2;0;20;1;56;18/09/2000;401;1507
1637;Brazil?;News;16/09/2000;18/09/2000;3;3;10000;Heavy rain;1;3054;3.96;-35.04;-8.23;0;20;0;55;16/09/2000;401;1506
1636;Guatemala?;News;15/09/2000;17/09/2000;3;20;1000;Heavy rain;1;13967;4.62;-90.64;14.97;0;20;1;55;15/09/2000;401;1506
1635;Japan;News;11/09/2000;17/09/2000;7;13;100000;Tropical cyclone;1;42969;5.48;137.31;34.95;0;20;1;54;11/09/2000;401;1505
1634;North Korea?;News;31/08/2000;04/09/2000;5;42;0;Tropical cyclone;1;16447;4.92;129.54;41.79;0;20;1;53;31/08/2000;401;1504
1633;El Salvador?;News;05/09/2000;08/09/2000;4;2;400;Heavy rain;1;8638;4.54;-88.63;13.8;0;20;1;52;05/09/2000;401;1503
1632;Philippines;News;04/09/2000;05/09/2000;2;3;5000;Heavy rain;1;1634;3.51;120.92;14.78;0;20;0;51;04/09/2000;401;1502
1631;China;News;01/09/2000;06/09/2000;6;47;46000;Heavy rain;1;25900;5.19;113.48;25.23;0;20;1;51;01/09/2000;401;1502
1630;China;News;28/08/2000;05/09/2000;9;0;1300;Heavy rain;1;9211;4.92;89.38;29;0;20;1;50;28/08/2000;401;1501
1629;Cambodia;News;28/08/2000;01/09/2000;5;1139;6574000;Monsoonal rain;2;208158;6.32;106.2;11.54;1;20;1;49;28/08/2000;401;1500
1628;India?;News;30/08/2000;01/09/2000;3;40;5000;Heavy rain;1;36854;5.04;80.04;19.93;0;19;1;48;30/08/2000;400;1499
1627;China;News;30/08/2000;10/09/2000;12;31;14140;Tropical cyclone;1;81864;5.99;132.06;43.77;0;19;1;47;30/08/2000;400;1498
1626; India?;News;29/08/2000;14/09/2000;17;578;0;Monsoonal rain;1;223178;6.58;80.47;26.96;1;19;1;46;29/08/2000;400;1497
1625;South Korea?;News;26/08/2000;29/08/2000;4;7;500;Brief torrential rain;1;27589;5.04;127.02;35.67;0;18;1;45;26/08/2000;399;1496
1624; Ethiopia?;News;10/08/2000;21/08/2000;12;9;30000;Heavy rain;1;57518;5.84;40.61;10.52;0;18;1;44;10/08/2000;399;1495
1623; India?;News;23/08/2000;31/08/2000;9;162;3000000;Brief torrential rain;2;129460;6.37;79.21;17.13;1;18;1;43;23/08/2000;399;1494
1622;Vietnam;News;21/08/2000;28/08/2000;8;14;400500;Tropical cyclone;1;78306;5.8;103.81;15.11;0;17;1;42;21/08/2000;398;1493
1621;Iran;News;07/08/2000;09/08/2000;3;8;400;Brief torrential rain;1;16276;4.69;56.66;36.55;0;17;1;41;07/08/2000;398;1492
